t,X(t)
0.8220000000000001,1.1975026160824447
0.8230000000000001,1.2155124666865198
0.8240000000000001,1.2133308739694897
0.8250000000000001,1.2105188518544268
0.8260000000000001,1.2222512133100338
0.8270000000000001,1.2350727402735848
0.8280000000000001,1.23160606750137
0.8290000000000001,1.2289488838525293
0.8300000000000001,1.2273731718670722
0.8310000000000001,1.2175504410002855
0.8320000000000001,1.211085168950009
0.833,1.2039994198717099
0.834,1.1987548246756496
0.835,1.1990912354508578
0.836,1.2014669997513099
0.837,1.2138495903517101
0.838,1.2067920923883086
0.839,1.2149082536910425
0.84,1.213871470081765
0.841,1.2140986631603796
0.842,1.21988740449601
0.843,1.2118352723147556
0.844,1.2153721003180824
0.845,1.2172592525735444
0.846,1.2216590790647108
0.847,1.2245041557967684
0.848,1.244131342982479
0.849,1.2397353021601971
0.85,1.2361917424263442
0.851,1.2319378994236225
0.852,1.2282258909539212
0.853,1.2238887917893462
0.854,1.2337043809126131
0.855,1.245404904444926
0.856,1.241532048253563
0.857,1.235617043351766
0.858,1.239918836384411
0.859,1.2362082984328493
0.86,1.2417749596003629
0.861,1.243989538419754
0.862,1.2326861425395073
0.863,1.2453671328188012
0.864,1.260134855303249
0.865,1.2558811239580003
0.866,1.2534295938145084
0.867,1.2563224735664744
0.868,1.259608121759512
0.869,1.265484193248741
0.87,1.2822058582192046
0.871,1.2814120285075388
0.872,1.2755830452572416
0.873,1.2650931850659537
0.874,1.259877449428638
0.875,1.260243426979941
0.876,1.275177034945255
0.877,1.2716401257589176
0.878,1.2740757734748203
0.879,1.2745804762773862
0.88,1.2847975885757779
0.881,1.3059732677214406
0.882,1.302241437456806
0.883,1.2988614869561965
0.884,1.3080884083260935
0.885,1.3143837936721279
0.886,1.3303924659982556
0.887,1.3359709161698752
0.888,1.3336030911439698
0.889,1.3392517392739334
0.89,1.3493122748498094
0.891,1.356988761929089
0.892,1.3620208598414678
0.893,1.371890394076145
0.894,1.3827218455237797
0.895,1.3955003261512227
0.896,1.401923537244637
0.897,1.4011427393737033
0.898,1.4031434294464509
0.899,1.4145518733011384
0.9,1.4079505064938753
